"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
0.675965274218313,6.17230113877911,4.56146467107491,1.00681042026511e-05,0.000230652652750147,3.09992848102721,"KRT81"
-0.675926277514109,7.54678447725449,-5.72306016133261,5.03876605667598e-08,3.46885960194699e-06,8.12095181944814,"DCAF10"
0.674258098006118,7.96750139051206,4.98513510540441,1.59776608960697e-06,5.33802685476289e-05,4.83702663579718,"FZD7"
0.673174414807802,7.3944673787817,4.109695310121,6.3169188336155e-05,0.000997751108007101,1.37905834857327,"PLAGL1"
-0.667118503319617,8.32895388072191,-6.48046526944483,1.08219116262754e-09,1.5207574987398e-07,11.7911155017745,"TCEAL1"
0.666907227534446,6.35288742473633,4.08337789593502,7.00067127268949e-05,0.00107948133617682,1.28320624034221,"TMSB15A"
-0.665352933856809,9.15102152102736,-6.54571027194488,7.67762670874475e-10,1.16281921852111e-07,12.1198784211991,"RBM47"
-0.663322658551485,7.15146628542597,-4.76625426110787,4.19309201794021e-06,0.000115002087115781,3.92525357700389,"PGGHG"
0.662132816365321,7.92182929673565,6.32689699173309,2.40973353217343e-09,2.98609797973236e-07,11.024812151896,"MYO10"
0.661985800968766,7.96076075207557,6.21448836657916,4.30043593656601e-09,4.65232081359772e-07,10.470762249161,"BTG3"
-0.656230988256472,8.16520119905165,-4.44058220429095,1.66748712744964e-05,0.00034179724863558,2.6257594437918,"H2BC21"
-0.654552456424824,10.9190022131841,-5.40472838998499,2.32283724230293e-07,1.19032309961772e-05,6.66622298845407,"SH3BGRL"
-0.650034690148296,7.08877692892473,-5.86343538728593,2.52536667385689e-08,2.01305690826569e-06,8.77971554520128,"MEIS3P1"
0.64905287138602,5.3860334268815,5.13427563265668,8.14472009041043e-07,3.13617738848544e-05,5.47523829692778,"ROPN1"
0.64905287138602,5.3860334268815,5.13427563265668,8.14472009041043e-07,3.13617738848544e-05,5.47523829692778,"ROPN1B"
-0.64470505330886,9.12877206772571,-3.15095250042036,0.00194346577407561,0.0146604216748338,-1.77757521222159,"AZGP1P1"
